capacity_multiplier,w_gossip,w_rel,program_variant,replicate,mean_overload_excess,mean_user_utility,overflow_rate_slothall,hall_utilization_variance,n_skipped,n_users
0.7,0.0,1.0,20,5,0.4756944444444445,-0.003986371944774874,0.875,0.037583590534979415,143,1600
0.7,0.0,1.0,21,1,0.40624999999999994,0.0001523447463841876,0.875,0.033918467078189296,183,1600
0.7,0.0,1.0,21,2,0.42361111111111116,-7.48792367085116e-05,0.875,0.03012474279835391,172,1600
0.7,0.0,1.0,21,3,0.4895833333333333,0.000398429178603692,0.8,0.05767746913580246,167,1600
0.7,0.0,1.0,21,4,0.4444444444444444,0.0005424106502323412,0.9,0.035590277777777776,149,1600
0.7,0.0,1.0,21,5,0.4826388888888889,-0.003932189696060959,0.875,0.03806584362139918,143,1600
0.7,0.0,1.0,22,1,0.4166666666666666,0.0006172556879027979,0.875,0.03536522633744855,183,1600
0.7,0.0,1.0,22,2,0.42361111111111116,-0.0004926299262297107,0.875,0.030414094650205763,172,1600
0.7,0.0,1.0,22,3,0.4930555555555556,0.0005310219422972295,0.8,0.05835262345679012,167,1600
0.7,0.0,1.0,22,4,0.44097222222222227,0.0003458790019794833,0.9,0.03645833333333333,149,1600
0.7,0.0,1.0,22,5,0.4861111111111111,-0.0034417684718209786,0.875,0.03903034979423868,143,1600
0.7,0.0,1.0,23,1,0.40972222222222215,7.764984358800575e-05,0.875,0.034786522633744855,183,1600
0.7,0.0,1.0,23,2,0.42013888888888884,-0.0007589351219939999,0.9,0.02887088477366255,172,1600
0.7,0.0,1.0,23,3,0.4895833333333333,0.0009287808070803294,0.8,0.05815972222222221,167,1600
0.7,0.0,1.0,23,4,0.43402777777777773,-0.000343126937004854,0.925,0.0333719135802469,149,1600
0.7,0.0,1.0,23,5,0.4826388888888889,-0.002429611546176602,0.875,0.038644547325102876,143,1600
0.7,0.0,1.0,24,1,0.40972222222222215,-0.00039674376603215933,0.875,0.034786522633744855,183,1600
0.7,0.0,1.0,24,2,0.42013888888888884,-0.00022553986782440915,0.9,0.02887088477366255,172,1600
0.7,0.0,1.0,24,3,0.4861111111111111,-0.0006915475310961483,0.775,0.05873842592592591,167,1600
0.7,0.0,1.0,24,4,0.44097222222222227,0.0008367152985738357,0.925,0.03375771604938271,149,1600
0.7,0.0,1.0,24,5,0.4756944444444445,-0.00334744801693887,0.875,0.03806584362139918,143,1600
0.7,0.0,1.0,25,1,0.40624999999999994,-0.00124739501014119,0.875,0.0343042695473251,183,1600
0.7,0.0,1.0,25,2,0.42013888888888884,-0.0010384282644372432,0.9,0.028967335390946505,172,1600
0.7,0.0,1.0,25,3,0.4895833333333333,-0.0005502965967025375,0.8,0.05815972222222221,167,1600
0.7,0.0,1.0,25,4,0.44097222222222227,-8.904798953153659e-05,0.925,0.03375771604938271,149,1600
0.7,0.0,1.0,25,5,0.4791666666666667,-0.0034398927726579133,0.875,0.037872942386831275,143,1600
0.7,0.0,1.0,26,1,0.40972222222222215,-0.0002690157151664607,0.875,0.03401491769547325,183,1600
0.7,0.0,1.0,26,2,0.42013888888888884,-0.0016738304911996238,0.9,0.028967335390946505,172,1600
0.7,0.0,1.0,26,3,0.4895833333333333,0.00010028271361079533,0.8,0.05815972222222221,167,1600
0.7,0.0,1.0,26,4,0.43402777777777773,-0.00016812882946396713,0.9,0.03423996913580247,149,1600
0.7,0.0,1.0,26,5,0.4791666666666667,-0.004344668082267162,0.875,0.03681198559670782,143,1600
0.7,0.0,1.0,27,1,0.40624999999999994,-0.0007533357461215928,0.9,0.03314686213991769,183,1600
0.7,0.0,1.0,27,2,0.42013888888888884,-0.0009452337282709778,0.925,0.028195730452674896,172,1600
0.7,0.0,1.0,27,3,0.4895833333333333,-1.104921851947438e-05,0.8,0.05815972222222221,167,1600
0.7,0.0,1.0,27,4,0.4375,-0.00029141149927454536,0.9,0.034432870370370364,149,1600
