lhs_row_id,capacity_multiplier,popularity_source,w_rel,w_rec,w_gossip,audience_size,program_variant,policy,replicate,audience_seed,phi_seed,cfg_seed,is_maximin_point,fallback_to_p0,gossip_level,status,metric_mean_overload_excess,metric_mean_user_utility,metric_overflow_rate_slothall,metric_hall_utilization_variance,metric_n_skipped,metric_n_users,n_parse_errors,llmagent_cost_usd,llmagent_calls,llmagent_total_time_s,llmranker_total_time_s,llmranker_calls_delta,llmranker_cache_hits_delta,llmranker_cost_delta_usd
34,1.7216846473452412,mixed,0.9307455724924303,0.02186066440236677,0.04739376310520291,60,1,cosine,1,34000102,34000119,1,True,False,moderate,ok,0.0,0.8267297802234216,0.0,0.04635747496994264,89,960,2,0.2553418,960,1488.2792812071857,0.0,0,0,0.0
34,1.7216846473452412,mixed,0.9307455724924303,0.02186066440236677,0.04739376310520291,60,1,capacity_aware,1,34000102,34000119,1,True,False,moderate,ok,0.0,0.8255303184743281,0.0,0.03637205145392448,96,960,0,0.25416995000000003,960,1449.0466205363045,0.0,0,0,0.0
34,1.7216846473452412,mixed,0.9307455724924303,0.02186066440236677,0.04739376310520291,60,1,llm_ranker,1,34000102,34000119,1,True,False,moderate,ok,0.0,0.8247383530490618,0.0,0.07786981178248056,83,960,5,0.2556887,960,1452.458813141042,0.008225471363402903,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,no_policy,1,36000108,36000125,1,True,False,strong,ok,0.2708333333333333,0.8282384085349548,0.3157894736842105,0.5680298353909464,102,960,2,0.24277665,960,1429.5222281613387,0.0,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,cosine,1,36000108,36000125,1,True,False,strong,ok,0.2138157894736842,0.8304289294355506,0.34210526315789475,0.4631317515432099,88,960,2,0.25558615,960,1409.4055802575895,0.0,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,capacity_aware,1,36000108,36000125,1,True,False,strong,ok,0.14583333333333331,0.8285361152702577,0.2631578947368421,0.31223074202674894,89,960,3,0.2543862,960,1449.9582968552713,0.0,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,llm_ranker,1,36000108,36000125,1,True,False,strong,ok,0.30811403508771934,0.8285650412015328,0.3157894736842105,0.6981256430041153,82,960,1,0.25557255,960,1376.094179701293,0.007619495969265699,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,no_policy,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.8237306746194989,0.0,0.011912405485069845,46,480,2,0.12051635000000001,480,735.3374373246916,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,cosine,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.8260157844761503,0.0,0.009456939638600536,47,480,1,0.1271049,480,702.6877607076312,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,capacity_aware,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.8241971106561896,0.0,0.0059775086505190304,42,480,2,0.1275428,480,716.6924556659651,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,llm_ranker,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.8233680115411701,0.0,0.012947584262463155,43,480,0,0.12733105,480,739.0377453790279,0.003749987401533872,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,no_policy,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.8232296188027013,0.0,0.010348017111804832,49,480,3,0.11937465,480,737.3223017605487,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,cosine,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.8255908129685515,0.0,0.006277754225493848,44,480,2,0.1263175,480,718.7392242267379,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,capacity_aware,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.8238064297170282,0.0,0.0052971227673505395,52,480,3,0.12615135,480,732.4728473730502,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,llm_ranker,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.822618138545738,0.0,0.007922131867096604,41,480,3,0.12610865000000002,480,715.3413601166103,0.0037889127270318568,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,no_policy,1,48000144,48000161,1,True,False,strong,ok,0.0,0.8278260904632203,0.0,0.011571003714662525,42,480,2,0.12174485,480,725.2387540450436,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,cosine,1,48000144,48000161,1,True,False,strong,ok,0.0,0.8293307829438971,0.0,0.006431694422715747,35,480,0,0.1275857,480,735.5884108414175,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,capacity_aware,1,48000144,48000161,1,True,False,strong,ok,0.0,0.8294474610936344,0.0,0.005156314359456896,39,480,1,0.12751265,480,747.2068350311602,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,llm_ranker,1,48000144,48000161,1,True,False,strong,ok,0.0,0.8281559310936449,0.0,0.01298903739981181,31,480,0,0.1280746,480,708.4484819112695,0.003815745993051678,0,0,0.0
