capacity_multiplier,w_gossip,w_rel,program_variant,k_swaps,n_changed_talks,replicate,mean_overload_excess,mean_user_utility,overflow_rate_slothall,hall_utilization_variance,n_skipped,n_users
0.7,0.3,0.7,293,8,16,2,0.4236111111111111,-0.0017493164926418103,0.85,0.03263245884773663,172,1600
0.7,0.3,0.7,293,8,16,3,0.49652777777777773,0.000867030013614567,0.825,0.06799768518518519,167,1600
0.7,0.3,0.7,293,8,16,4,0.4236111111111111,-0.0008457293739775196,0.9,0.035204475308641965,149,1600
0.7,0.3,0.7,293,8,16,5,0.5069444444444444,-0.006823745729125221,0.85,0.042599022633744855,143,1600
0.7,0.3,0.7,294,4,7,1,0.41666666666666663,0.001855262082972331,0.825,0.03372599484950675,183,1600
0.7,0.3,0.7,294,4,7,2,0.46474358974358976,0.00034452901643817314,0.8,0.04123898010058724,172,1600
0.7,0.3,0.7,294,4,7,3,0.4871794871794872,0.0011186156058829511,0.75,0.05478334799019323,167,1600
0.7,0.3,0.7,294,4,7,4,0.4583333333333333,-0.0010370084949681768,0.85,0.03232601035428416,149,1600
0.7,0.3,0.7,294,4,7,5,0.5224358974358974,-0.0035156096696300665,0.825,0.05179605887939222,143,1600
0.7,0.3,0.7,295,8,13,1,0.4038461538461538,-0.0011237472368520684,0.875,0.0271793933029052,183,1600
0.7,0.3,0.7,295,8,13,2,0.467948717948718,-0.0020647790128714406,0.8,0.04002270299145299,172,1600
0.7,0.3,0.7,295,8,13,3,0.48076923076923084,-0.0006258765302482061,0.775,0.049598090126363945,167,1600
0.7,0.3,0.7,295,8,13,4,0.46794871794871784,-0.005469159233980463,0.85,0.03445065846851561,149,1600
0.7,0.3,0.7,295,8,13,5,0.5128205128205129,-0.004435262777478783,0.825,0.04099729938271604,143,1600
0.7,0.3,0.7,296,6,12,1,0.4166666666666667,-0.004520556082425174,0.875,0.03276105967078189,183,1600
0.7,0.3,0.7,296,6,12,2,0.43749999999999994,-0.0024718491517705843,0.825,0.03687628600823045,172,1600
0.7,0.3,0.7,296,6,12,3,0.4965277777777779,-0.0009677467762958258,0.75,0.06896219135802469,167,1600
0.7,0.3,0.7,296,6,12,4,0.4201388888888889,-0.003247025699965889,0.95,0.02989969135802469,149,1600
0.7,0.3,0.7,296,6,12,5,0.48958333333333326,-0.00620586327444471,0.875,0.03758359053497942,143,1600
0.7,0.3,0.7,297,5,10,1,0.40972222222222227,-0.003585132792650256,0.9,0.03536522633744856,183,1600
0.7,0.3,0.7,297,5,10,2,0.44097222222222227,-0.0003590004600118846,0.825,0.0363940329218107,172,1600
0.7,0.3,0.7,297,5,10,3,0.5,-0.0031902434216317488,0.825,0.06838348765432097,167,1600
0.7,0.3,0.7,297,5,10,4,0.40972222222222227,-0.001570478908615769,0.925,0.031249999999999997,149,1600
0.7,0.3,0.7,297,5,10,5,0.4930555555555555,-0.007293962828916847,0.9,0.03970550411522634,143,1600
0.7,0.3,0.7,298,3,5,1,0.41987179487179477,-0.0005177899886621162,0.825,0.03363696351047541,183,1600
0.7,0.3,0.7,298,3,5,2,0.4487179487179487,-0.004244882746133953,0.825,0.03238337500242262,172,1600
0.7,0.3,0.7,298,3,5,3,0.49358974358974356,-0.0010209275598026578,0.75,0.0593349207560517,167,1600
0.7,0.3,0.7,298,3,5,4,0.4487179487179486,-0.002014461355647654,0.875,0.032374341652615456,149,1600
0.7,0.3,0.7,298,3,5,5,0.5064102564102564,-0.005619824240056914,0.825,0.038172401617342096,143,1600
0.7,0.3,0.7,299,7,14,1,0.40972222222222215,-0.0007366029937111307,0.925,0.035558127572016464,183,1600
0.7,0.3,0.7,299,7,14,2,0.4479166666666667,-0.005333987510821317,0.85,0.03841949588477367,172,1600
0.7,0.3,0.7,299,7,14,3,0.4895833333333334,-0.004082173245187733,0.8,0.05979938271604938,167,1600
0.7,0.3,0.7,299,7,14,4,0.44097222222222227,-0.0038118099704297493,0.95,0.03366126543209876,149,1600
0.7,0.3,0.7,299,7,14,5,0.4930555555555555,-0.00618613472492143,0.875,0.039512602880658436,143,1600
0.7,0.3,0.7,300,4,7,1,0.4455128205128205,0.0014957684731780319,0.85,0.04134957277070372,183,1600
0.7,0.3,0.7,300,4,7,2,0.4455128205128205,-0.0016858544508431806,0.8,0.030253772627284528,172,1600
0.7,0.3,0.7,300,4,7,3,0.5192307692307693,-0.001674307916982798,0.725,0.06324110716223812,167,1600
0.7,0.3,0.7,300,4,7,4,0.43589743589743585,-0.0022676111223699992,0.875,0.030115171424695233,149,1600
0.7,0.3,0.7,300,4,7,5,0.49358974358974356,-0.003023400881065754,0.85,0.035766565885613506,143,1600
0.7,0.3,0.7,301,4,8,1,0.43402777777777773,-0.0015793829323229147,0.875,0.046071244855967086,183,1600
0.7,0.3,0.7,301,4,8,2,0.44097222222222227,-0.003744346208186471,0.825,0.035043724279835396,172,1600
0.7,0.3,0.7,301,4,8,3,0.4930555555555556,-0.003726151775335893,0.825,0.0653935185185185,167,1600
0.7,0.3,0.7,301,4,8,4,0.40972222222222227,-0.003645694807055406,0.925,0.029899691358024685,149,1600
0.7,0.3,0.7,301,4,8,5,0.46527777777777773,-0.003748162172123557,0.875,0.035365226337448555,143,1600
0.7,0.3,0.7,302,8,16,1,0.423611111111111,-0.002912618115078658,0.9,0.040670010288065835,183,1600
0.7,0.3,0.7,302,8,16,2,0.43749999999999994,-0.002096732827994856,0.825,0.036586934156378606,172,1600
0.7,0.3,0.7,302,8,16,3,0.5069444444444444,-0.0021726443560328335,0.825,0.06442901234567902,167,1600
0.7,0.3,0.7,302,8,16,4,0.4201388888888889,-0.0019626494529074987,0.925,0.03356481481481481,149,1600
0.7,0.3,0.7,302,8,16,5,0.48263888888888884,-0.0024960245050897356,0.875,0.037872942386831275,143,1600
0.7,0.3,0.7,303,6,12,1,0.40625,-0.004174105072161182,0.875,0.035558127572016464,183,1600
0.7,0.3,0.7,303,6,12,2,0.4583333333333333,-0.0012848946926533244,0.85,0.038612397119341564,172,1600
0.7,0.3,0.7,303,6,12,3,0.5069444444444444,-0.001665240632573841,0.775,0.06693672839506172,167,1600
0.7,0.3,0.7,303,6,12,4,0.4375,-0.002692731045826804,0.875,0.0398341049382716,149,1600
0.7,0.3,0.7,303,6,12,5,0.49999999999999994,-0.003599226384903886,0.85,0.04221322016460905,143,1600
0.7,0.3,0.7,304,6,11,1,0.4198717948717948,-0.0037417940214800184,0.85,0.03106102341221388,183,1600
0.7,0.3,0.7,304,6,11,2,0.4551282051282052,-0.00279145785010769,0.825,0.04473377812663529,172,1600
0.7,0.3,0.7,304,6,11,3,0.5128205128205128,-0.0012516679542022757,0.775,0.06808949951063047,167,1600
0.7,0.3,0.7,304,6,11,4,0.4423076923076923,-0.004167304414659156,0.875,0.030597784876058687,149,1600
0.7,0.3,0.7,304,6,11,5,0.5096153846153846,-0.005115816892430303,0.85,0.037169990503323834,143,1600
0.7,0.3,0.7,305,4,8,1,0.3958333333333333,-0.0036010773782618345,0.875,0.03642618312757201,183,1600
0.7,0.3,0.7,305,4,8,2,0.4270833333333333,-0.002492525344132446,0.875,0.02983539094650205,172,1600
0.7,0.3,0.7,305,4,8,3,0.4861111111111111,-0.0026691078976000425,0.8,0.06433256172839505,167,1600
0.7,0.3,0.7,305,4,8,4,0.4305555555555556,-0.0009291353423759574,0.9,0.034529320987654315,149,1600
0.7,0.3,0.7,305,4,8,5,0.48263888888888884,-0.00442187789863965,0.9,0.03806584362139918,143,1600
0.7,0.3,0.7,306,8,15,1,0.4294871794871794,-0.00010606373652990441,0.875,0.03704983150667675,183,1600
0.7,0.3,0.7,306,8,15,2,0.45833333333333337,-0.004566566706926096,0.775,0.03595839208190399,172,1600
0.7,0.3,0.7,306,8,15,3,0.4967948717948717,-0.003824560142529663,0.75,0.0574542881611334,167,1600
0.7,0.3,0.7,306,8,15,4,0.4326923076923077,-0.002260329204655136,0.85,0.029671359284454524,149,1600
0.7,0.3,0.7,306,8,15,5,0.5096153846153846,-0.004496805426824722,0.825,0.0414060652751129,143,1600
0.7,0.3,0.7,307,6,12,1,0.3993055555555556,-0.003160783799394267,0.875,0.035268775720164604,183,1600
0.7,0.3,0.7,307,6,12,2,0.43402777777777773,-0.004065703544038115,0.85,0.031860853909465026,172,1600
0.7,0.3,0.7,307,6,12,3,0.4895833333333334,-0.00181414825063257,0.775,0.06635802469135803,167,1600
0.7,0.3,0.7,307,6,12,4,0.4305555555555556,-0.002227165418516961,0.95,0.03491512345679012,149,1600
0.7,0.3,0.7,307,6,12,5,0.517361111111111,-0.0020872772105940385,0.8,0.04703575102880659,143,1600
0.7,0.3,0.7,308,8,16,1,0.40277777777777773,-0.00024674518113897647,0.875,0.03440072016460905,183,1600
0.7,0.3,0.7,308,8,16,2,0.4479166666666666,-0.006896804369534948,0.85,0.03591177983539095,172,1600
0.7,0.3,0.7,308,8,16,3,0.53125,-0.0008232496718119364,0.775,0.07465277777777778,167,1600
0.7,0.3,0.7,308,8,16,4,0.43402777777777773,0.0002969874218979385,0.875,0.03607253086419753,149,1600
0.7,0.3,0.7,308,8,16,5,0.5208333333333334,-0.00670081768053933,0.85,0.04828960905349794,143,1600
0.7,0.3,0.7,309,4,8,1,0.40277777777777785,-0.0045575201911560725,0.875,0.03661908436213992,183,1600
0.7,0.3,0.7,309,4,8,2,0.4479166666666666,-0.0036104911056463605,0.825,0.03571887860082305,172,1600
0.7,0.3,0.7,309,4,8,3,0.5173611111111112,-0.0012108848006027984,0.775,0.07339891975308642,167,1600
0.7,0.3,0.7,309,4,8,4,0.43402777777777773,-0.0023405496994382703,0.925,0.03327546296296296,149,1600
0.7,0.3,0.7,309,4,8,5,0.5034722222222222,-0.007523559277760796,0.875,0.042599022633744855,143,1600
0.7,0.3,0.7,310,6,12,1,0.3993055555555555,-0.0054057745970203545,0.9,0.03401491769547326,183,1600
0.7,0.3,0.7,310,6,12,2,0.4513888888888889,-0.002235640302678803,0.875,0.03938400205761317,172,1600
0.7,0.3,0.7,310,6,12,3,0.4861111111111111,-0.000617477599371341,0.8,0.06684027777777778,167,1600
0.7,0.3,0.7,310,6,12,4,0.44097222222222215,-3.2404348530690186e-05,0.9,0.03520447530864198,149,1600
0.7,0.3,0.7,310,6,12,5,0.5,-0.005987186948404996,0.875,0.038644547325102876,143,1600
0.7,0.3,0.7,311,7,14,1,0.4131944444444444,-0.0010655121487798168,0.875,0.03903034979423869,183,1600
0.7,0.3,0.7,311,7,14,2,0.42708333333333326,-0.0009736659165355376,0.9,0.03128215020576131,172,1600
0.7,0.3,0.7,311,7,14,3,0.48263888888888884,-0.0030926975321926876,0.8,0.06288580246913582,167,1600
0.7,0.3,0.7,311,7,14,4,0.44791666666666674,-0.0032239076690893853,0.875,0.0379050925925926,149,1600
0.7,0.3,0.7,311,7,14,5,0.5104166666666666,-0.00715431030090258,0.9,0.04317772633744856,143,1600
0.7,0.3,0.7,312,6,12,1,0.41319444444444436,0.00032398749128333294,0.925,0.031603652263374485,183,1600
0.7,0.3,0.7,312,6,12,2,0.43402777777777785,-0.004856350515619851,0.825,0.03494727366255143,172,1600
0.7,0.3,0.7,312,6,12,3,0.5069444444444444,-0.0020726991905394244,0.8,0.06317515432098766,167,1600
0.7,0.3,0.7,312,6,12,4,0.4479166666666667,-0.003952415823659976,0.925,0.03559027777777777,149,1600
0.7,0.3,0.7,312,6,12,5,0.4895833333333333,-0.006517372945600073,0.875,0.04211676954732511,143,1600
0.7,0.3,0.7,313,3,6,1,0.42013888888888884,-0.0010745725124434102,0.85,0.042309670781892995,183,1600
0.7,0.3,0.7,313,3,6,2,0.4236111111111111,-0.004734152270975756,0.85,0.03234310699588478,172,1600
0.7,0.3,0.7,313,3,6,3,0.513888888888889,-0.0007804993206082145,0.775,0.0705054012345679,167,1600
0.7,0.3,0.7,313,3,6,4,0.4479166666666667,-0.00270739752544614,0.95,0.033950617283950615,149,1600
0.7,0.3,0.7,313,3,6,5,0.49652777777777773,-0.006377588668183307,0.875,0.04443158436213992,143,1600
0.7,0.3,0.7,314,8,16,1,0.42361111111111116,-0.0030304432842240205,0.825,0.03787294238683129,183,1600
0.7,0.3,0.7,314,8,16,2,0.44097222222222215,-0.005667782059463207,0.825,0.03976980452674897,172,1600
0.7,0.3,0.7,314,8,16,3,0.5034722222222222,-0.0030060820267681265,0.825,0.06838348765432099,167,1600
0.7,0.3,0.7,314,8,16,4,0.4270833333333333,-0.003990042977748089,0.925,0.02719907407407407,149,1600
0.7,0.3,0.7,314,8,16,5,0.4791666666666667,-0.004988851503221667,0.9,0.03777649176954733,143,1600
0.7,0.3,0.7,315,8,15,1,0.4166666666666667,-0.0009392443441902287,0.85,0.03045436265674361,183,1600
0.7,0.3,0.7,315,8,15,2,0.4423076923076923,-0.0026860948634566738,0.775,0.033322928174118645,172,1600
0.7,0.3,0.7,315,8,15,3,0.5096153846153846,-0.00234154242927616,0.75,0.06945157906467431,167,1600
0.7,0.3,0.7,315,8,15,4,0.4455128205128205,-0.005993383769018692,0.85,0.03314873260557784,149,1600
0.7,0.3,0.7,315,8,15,5,0.5032051282051282,-0.004466052905554534,0.825,0.03704079512859274,143,1600
0.7,0.3,0.7,316,6,12,1,0.40624999999999994,-9.7063384600915e-07,0.875,0.03565457818930041,183,1600
0.7,0.3,0.7,316,6,12,2,0.43402777777777773,-0.0004872644023271278,0.85,0.03253600823045267,172,1600
0.7,0.3,0.7,316,6,12,3,0.5173611111111112,-0.0015576236847118707,0.775,0.0728202160493827,167,1600
0.7,0.3,0.7,316,6,12,4,0.4375,-0.00040625870118674354,0.925,0.0327932098765432,149,1600
0.7,0.3,0.7,316,6,12,5,0.5034722222222222,-0.0041033470365073295,0.875,0.04375643004115227,143,1600
0.7,0.3,0.7,317,8,16,1,0.40972222222222215,-0.0037733745240984716,0.925,0.034014917695473254,183,1600
0.7,0.3,0.7,317,8,16,2,0.423611111111111,-0.0033719432933139613,0.825,0.03166795267489712,172,1600
0.7,0.3,0.7,317,8,16,3,0.4826388888888889,-0.001979188036493724,0.825,0.06076388888888889,167,1600
0.7,0.3,0.7,317,8,16,4,0.4444444444444445,-0.0022355337581393543,0.9,0.033854166666666664,149,1600
0.7,0.3,0.7,317,8,16,5,0.4756944444444445,-0.003363958691843436,0.925,0.03729423868312757,143,1600
0.7,0.3,0.7,318,6,12,1,0.43402777777777773,1.80227639793884e-05,0.875,0.040187757201646086,183,1600
0.7,0.3,0.7,318,6,12,2,0.4201388888888889,-0.0022732986209302907,0.85,0.03263245884773663,172,1600
0.7,0.3,0.7,318,6,12,3,0.49999999999999994,-0.00165835951193003,0.8,0.07118055555555555,167,1600
0.7,0.3,0.7,318,6,12,4,0.4305555555555555,-0.0026970452029490845,0.9,0.03385416666666666,149,1600
0.7,0.3,0.7,318,6,12,5,0.5034722222222222,-0.004776306089770515,0.9,0.04288837448559671,143,1600
0.7,0.3,0.7,319,6,12,1,0.4305555555555555,-0.0011087985119229416,0.9,0.03758359053497942,183,1600
0.7,0.3,0.7,319,6,12,2,0.4444444444444444,0.000609752331438358,0.825,0.035333076131687235,172,1600
0.7,0.3,0.7,319,6,12,3,0.5000000000000001,-0.0015307628100708825,0.825,0.06481481481481481,167,1600
0.7,0.3,0.7,319,6,12,4,0.4270833333333333,1.7160014176624828e-05,0.95,0.03472222222222222,149,1600
0.7,0.3,0.7,319,6,12,5,0.4861111111111111,-0.0021327112623839638,0.875,0.040284207818930044,143,1600
0.7,0.3,0.7,320,3,6,1,0.4131944444444444,-0.0025537978263309924,0.875,0.037872942386831275,183,1600
0.7,0.3,0.7,320,3,6,2,0.44097222222222215,-0.004672298359582783,0.85,0.038130144032921816,172,1600
0.7,0.3,0.7,320,3,6,3,0.5138888888888888,-0.0010750440461561083,0.775,0.07195216049382716,167,1600
0.7,0.3,0.7,320,3,6,4,0.44097222222222227,-0.0013778487186937127,0.925,0.036168981481481476,149,1600
0.7,0.3,0.7,320,3,6,5,0.5034722222222222,-0.006010693627467844,0.9,0.042020318930041156,143,1600
0.7,0.3,0.7,321,3,6,1,0.40277777777777773,-0.002039474995690398,0.9,0.034690072016460904,183,1600
0.7,0.3,0.7,321,3,6,2,0.4340277777777777,-0.0012502844291157088,0.85,0.03195730452674897,172,1600
0.7,0.3,0.7,321,3,6,3,0.5208333333333334,-0.0027380713503953303,0.75,0.07330246913580248,167,1600
0.7,0.3,0.7,321,3,6,4,0.43402777777777773,-0.003514597233661334,0.9,0.036940586419753084,149,1600
0.7,0.3,0.7,321,3,6,5,0.49652777777777773,-0.006642089430461056,0.9,0.040959362139917695,143,1600
0.7,0.3,0.7,322,8,13,1,0.4613095238095238,0.0018005615880247205,0.85,0.04160296426771766,183,1600
0.7,0.3,0.7,322,8,13,2,0.4523809523809524,-0.00038351560186129064,0.775,0.030380341620775297,172,1600
0.7,0.3,0.7,322,8,13,3,0.5089285714285714,-0.002712352761955117,0.675,0.060827130124536576,167,1600
0.7,0.3,0.7,322,8,13,4,0.4642857142857143,-0.0024037477350066184,0.825,0.03169755335996832,149,1600
0.7,0.3,0.7,322,8,13,5,0.5148809523809523,-0.003718431861125282,0.8,0.0359047152260375,143,1600
0.7,0.3,0.7,323,3,6,1,0.4131944444444444,-0.0012282426028104964,0.9,0.0348829732510288,183,1600
0.7,0.3,0.7,323,3,6,2,0.43402777777777773,-0.0038337574641627726,0.85,0.034561471193415634,172,1600
0.7,0.3,0.7,323,3,6,3,0.5034722222222222,-0.0021928129427396924,0.775,0.06944444444444443,167,1600
0.7,0.3,0.7,323,3,6,4,0.42361111111111116,-0.0033935297096468276,0.95,0.031442901234567895,149,1600
0.7,0.3,0.7,323,3,6,5,0.4930555555555555,-0.005194730621660711,0.875,0.04028420781893003,143,1600
0.7,0.3,0.7,324,7,12,1,0.4198717948717948,-0.0029708234925055876,0.8,0.03143741702521464,183,1600
0.7,0.3,0.7,324,7,12,2,0.4391025641025641,-0.005791182048706105,0.825,0.027072676827141113,172,1600
0.7,0.3,0.7,324,7,12,3,0.4871794871794873,0.0020174351715104423,0.775,0.06128241770354865,167,1600
0.7,0.3,0.7,324,7,12,4,0.4455128205128205,0.0014583509873045842,0.85,0.028942819471093284,149,1600
0.7,0.3,0.7,324,7,12,5,0.5064102564102564,-0.005590100728659309,0.8,0.04538580246913581,143,1600
0.7,0.3,0.7,325,8,15,1,0.4262820512820512,-0.003810738027532352,0.875,0.03128596381572572,183,1600
0.7,0.3,0.7,325,8,15,2,0.46794871794871795,-0.006222066415211884,0.825,0.04165106801267516,172,1600
0.7,0.3,0.7,325,8,15,3,0.47435897435897434,-0.002691544145127409,0.825,0.060070234824699115,167,1600
0.7,0.3,0.7,325,8,15,4,0.43589743589743585,-0.002646324032903067,0.9,0.0285747475628428,149,1600
0.7,0.3,0.7,325,8,15,5,0.49038461538461536,-0.007965642779963674,0.85,0.03424743686648449,143,1600
0.7,0.3,0.7,326,4,8,1,0.40972222222222215,-0.00028275111282709985,0.875,0.037583590534979415,183,1600
0.7,0.3,0.7,326,4,8,2,0.4444444444444444,-0.00196827285020845,0.825,0.034754372427983536,172,1600
0.7,0.3,0.7,326,4,8,3,0.5243055555555556,-0.004168026014740462,0.8,0.07349537037037036,167,1600
0.7,0.3,0.7,326,4,8,4,0.4305555555555555,-0.00255880921096832,0.95,0.0327932098765432,149,1600
0.7,0.3,0.7,326,4,8,5,0.49652777777777773,-0.006023562778791529,0.875,0.04009130658436214,143,1600
0.7,0.3,0.7,327,6,12,1,0.43402777777777773,-0.0027941172702412587,0.875,0.04317772633744856,183,1600
0.7,0.3,0.7,327,6,12,2,0.4305555555555556,-0.003924237265309784,0.825,0.038805298353909466,172,1600
0.7,0.3,0.7,327,6,12,3,0.5069444444444445,-8.959892256825697e-05,0.775,0.07253086419753084,167,1600
0.7,0.3,0.7,327,6,12,4,0.40277777777777773,-0.0021643775095435557,0.9,0.02613811728395062,149,1600
0.7,0.3,0.7,327,6,12,5,0.5173611111111112,-0.003682258182016085,0.9,0.046649948559670786,143,1600
0.7,0.3,0.7,328,5,10,1,0.41319444444444436,-0.00012776385570759886,0.85,0.03816229423868312,183,1600
0.7,0.3,0.7,328,5,10,2,0.4305555555555555,-0.0019015209696954117,0.85,0.03205375514403292,172,1600
0.7,0.3,0.7,328,5,10,3,0.4930555555555556,-0.0010428561348089715,0.775,0.06722608024691358,167,1600
0.7,0.3,0.7,328,5,10,4,0.4305555555555556,-0.0027257909555191873,0.925,0.03346836419753087,149,1600
0.7,0.3,0.7,328,5,10,5,0.5034722222222222,-0.0033950518807250776,0.85,0.04443158436213992,143,1600
0.7,0.3,0.7,329,7,13,1,0.41025641025641024,-0.0012548828242870513,0.875,0.030380811868907114,183,1600
0.7,0.3,0.7,329,7,13,2,0.4551282051282052,-0.0022266032951301896,0.825,0.035181623931623926,172,1600
0.7,0.3,0.7,329,7,13,3,0.45833333333333337,-0.0025838744849170326,0.775,0.03307906709692424,167,1600
0.7,0.3,0.7,329,7,13,4,0.4551282051282052,-0.0033771643364889315,0.9,0.028304261875690455,149,1600
0.7,0.3,0.7,329,7,13,5,0.5064102564102564,-0.004459942300672992,0.875,0.04126138934918697,143,1600
0.7,0.3,0.7,330,3,6,1,0.40972222222222215,-0.002370009252044838,0.875,0.03584747942386831,183,1600
0.7,0.3,0.7,330,3,6,2,0.4270833333333333,-0.0023734971943486015,0.85,0.03234310699588478,172,1600
0.7,0.3,0.7,330,3,6,3,0.5069444444444443,-0.0021422781963337913,0.8,0.0708912037037037,167,1600
0.7,0.3,0.7,330,3,6,4,0.4305555555555556,-0.002713570407140651,0.95,0.0320216049382716,149,1600
0.7,0.3,0.7,330,3,6,5,0.49999999999999994,-0.005934131033791345,0.9,0.040959362139917695,143,1600
0.7,0.3,0.7,331,4,8,1,0.4131944444444444,-0.0037204514107725115,0.875,0.04144161522633744,183,1600
0.7,0.3,0.7,331,4,8,2,0.4270833333333333,-0.004760050525364931,0.85,0.03456147119341564,172,1600
0.7,0.3,0.7,331,4,8,3,0.5277777777777778,-0.0010769959688332164,0.75,0.0806327160493827,167,1600
0.7,0.3,0.7,331,4,8,4,0.42361111111111116,-0.0017258529389073375,0.9,0.029513888888888878,149,1600
0.7,0.3,0.7,331,4,8,5,0.49999999999999994,-0.003655334839349962,0.875,0.041538065843621394,143,1600
0.7,0.3,0.7,332,3,6,1,0.40624999999999994,-0.0017734670950449072,0.875,0.038355195473251016,183,1600
0.7,0.3,0.7,332,3,6,2,0.4131944444444444,-0.0029394353594398128,0.875,0.030414094650205763,172,1600
0.7,0.3,0.7,332,3,6,3,0.5,-0.001219598677053,0.75,0.06828703703703702,167,1600
0.7,0.3,0.7,332,3,6,4,0.4479166666666666,-0.0020371570051793244,0.875,0.037133487654320986,149,1600
0.7,0.3,0.7,332,3,6,5,0.49999999999999994,-0.0046035975532868175,0.875,0.041730967078189296,143,1600
0.7,0.3,0.7,333,8,16,1,0.4305555555555555,-0.0027226513788627927,0.85,0.04501028806584362,183,1600
0.7,0.3,0.7,333,8,16,2,0.43749999999999994,-0.00465269219581387,0.825,0.04044495884773662,172,1600
0.7,0.3,0.7,333,8,16,3,0.5104166666666666,0.0008843203513970365,0.8,0.07079475308641975,167,1600
0.7,0.3,0.7,333,8,16,4,0.46527777777777773,-0.0018113411733793328,0.925,0.043788580246913573,149,1600
0.7,0.3,0.7,333,8,16,5,0.4895833333333333,-0.0035962865554756717,0.85,0.0407664609053498,143,1600
0.7,0.3,0.7,334,7,12,1,0.4166666666666667,-0.0012706706741300877,0.9,0.03729423868312756,183,1600
0.7,0.3,0.7,334,7,12,2,0.4340277777777777,-0.0008895493632007856,0.825,0.035622427983539096,172,1600
0.7,0.3,0.7,334,7,12,3,0.5034722222222222,-0.002014375197322806,0.8,0.06703317901234569,167,1600
0.7,0.3,0.7,334,7,12,4,0.4513888888888889,-0.0014594714168197243,0.9,0.040798611111111105,149,1600
0.7,0.3,0.7,334,7,12,5,0.5034722222222222,-0.0026286992486711826,0.9,0.04327417695473251,143,1600
0.7,0.3,0.7,335,6,12,1,0.43402777777777773,-0.0009814146370626985,0.85,0.03970550411522634,183,1600
0.7,0.3,0.7,335,6,12,2,0.4305555555555556,-0.0021013737581961323,0.825,0.03475437242798354,172,1600
0.7,0.3,0.7,335,6,12,3,0.517361111111111,-0.0013842147948162165,0.775,0.06896219135802469,167,1600
0.7,0.3,0.7,335,6,12,4,0.4236111111111111,3.795165408519097e-05,0.925,0.03124999999999999,149,1600
0.7,0.3,0.7,335,6,12,5,0.49652777777777773,-0.006282092217952595,0.875,0.039223251028806576,143,1600
0.7,0.3,0.7,336,3,6,1,0.4166666666666666,-0.001001346041302895,0.875,0.038644547325102876,183,1600
0.7,0.3,0.7,336,3,6,2,0.42708333333333326,-0.0018243742840422783,0.85,0.03533307613168724,172,1600
0.7,0.3,0.7,336,3,6,3,0.48611111111111116,-0.0002763956950366264,0.775,0.06163194444444444,167,1600
0.7,0.3,0.7,336,3,6,4,0.44097222222222215,-0.0017695903278217883,0.925,0.03559027777777777,149,1600
0.7,0.3,0.7,336,3,6,5,0.4791666666666667,-0.006199551039389917,0.875,0.03758359053497942,143,1600
0.7,0.3,0.7,337,8,15,1,0.43589743589743585,-0.0011511888520908543,0.825,0.03763622400527162,183,1600
0.7,0.3,0.7,337,8,15,2,0.4519230769230769,-0.003514777667951421,0.8,0.03564936248716011,172,1600
0.7,0.3,0.7,337,8,15,3,0.5352564102564104,-0.002759532334675896,0.75,0.0719980116334283,167,1600
0.7,0.3,0.7,337,8,15,4,0.4519230769230769,-0.00038010485346603675,0.9,0.03004603283621141,149,1600
0.7,0.3,0.7,337,8,15,5,0.5,-0.002506393679577741,0.825,0.04143945202724965,143,1600
0.7,0.3,0.7,338,6,12,1,0.4131944444444445,-0.0004475268639362184,0.875,0.038837448559670786,183,1600
0.7,0.3,0.7,338,6,12,2,0.4201388888888889,-0.0024492667025333504,0.825,0.03031764403292181,172,1600
0.7,0.3,0.7,338,6,12,3,0.5208333333333333,-0.0011922295481781476,0.775,0.07744984567901236,167,1600
0.7,0.3,0.7,338,6,12,4,0.4270833333333334,-0.001101418545731576,0.9,0.03047839506172839,149,1600
0.7,0.3,0.7,338,6,12,5,0.4930555555555555,-0.005484678089123918,0.875,0.04124871399176955,143,1600
0.7,0.3,0.7,339,8,16,1,0.4131944444444444,0.0020457270972838158,0.875,0.037776491769547324,183,1600
0.7,0.3,0.7,339,8,16,2,0.4479166666666667,-0.0028462406010658016,0.8,0.035622427983539096,172,1600
0.7,0.3,0.7,339,8,16,3,0.4930555555555556,0.0035142860773339636,0.775,0.06548996913580246,167,1600
0.7,0.3,0.7,339,8,16,4,0.4305555555555555,-0.0018838051369675667,0.9,0.03520447530864198,149,1600
0.7,0.3,0.7,339,8,16,5,0.517361111111111,6.609236566873733e-05,0.85,0.044913837448559674,143,1600
0.7,0.3,0.7,340,4,7,1,0.423076923076923,-0.0010610374120005872,0.85,0.035234367429307904,183,1600
0.7,0.3,0.7,340,4,7,2,0.4391025641025641,-0.0029684883532172537,0.825,0.02791444088319088,172,1600
0.7,0.3,0.7,340,4,7,3,0.49679487179487175,-0.0009306041419768008,0.75,0.06042393755935423,167,1600
0.7,0.3,0.7,340,4,7,4,0.4487179487179486,-0.0021014374866354046,0.9,0.03305003500688024,149,1600
0.7,0.3,0.7,340,4,7,5,0.5128205128205128,-0.004694408338036737,0.825,0.04395744907649671,143,1600
0.7,0.3,0.7,341,5,10,1,0.4166666666666667,-0.0049214009061688555,0.9,0.037969393004115226,183,1600
0.7,0.3,0.7,341,5,10,2,0.4131944444444444,-0.003615097410074668,0.85,0.02887088477366256,172,1600
0.7,0.3,0.7,341,5,10,3,0.5069444444444444,0.0009393247750267619,0.775,0.07609953703703705,167,1600
