capacity_multiplier,w_gossip,w_rel,program_variant,k_swaps,n_changed_talks,replicate,mean_overload_excess,mean_user_utility,overflow_rate_slothall,hall_utilization_variance,n_skipped,n_users
1.0,0.0,1.0,201,4,8,2,0.0196078431372549,-0.0015293274022405968,0.125,0.012847622709214399,172,1600
1.0,0.0,1.0,201,4,8,3,0.06127450980392157,-7.268196415679995e-05,0.125,0.026816608996539787,167,1600
1.0,0.0,1.0,201,4,8,4,0.03186274509803922,-0.0012889399377309018,0.15,0.014513648596693579,149,1600
1.0,0.0,1.0,201,4,8,5,0.05882352941176471,-0.003197106634543161,0.175,0.019591823657567602,143,1600
1.0,0.0,1.0,202,4,8,1,0.0196078431372549,-0.0020629755294066855,0.075,0.012911700627963603,183,1600
1.0,0.0,1.0,202,4,8,2,0.03676470588235294,-0.0007026189679163508,0.175,0.01746123285915673,172,1600
1.0,0.0,1.0,202,4,8,3,0.049019607843137254,-0.0013547545353503666,0.125,0.02263552479815455,167,1600
1.0,0.0,1.0,202,4,8,4,0.024509803921568624,0.0007695780831272714,0.125,0.014321414840445981,149,1600
1.0,0.0,1.0,202,4,8,5,0.06862745098039215,-0.0028927530972578095,0.125,0.019207356145072407,143,1600
1.0,0.0,1.0,203,4,8,1,0.02941176470588235,0.00011954222631175071,0.1,0.014449570677944381,183,1600
1.0,0.0,1.0,203,4,8,2,0.031862745098039214,-0.0009014266282611061,0.125,0.015202486223247465,172,1600
1.0,0.0,1.0,203,4,8,3,0.06862745098039216,0.0014227060192934004,0.125,0.028306420607458666,167,1600
1.0,0.0,1.0,203,4,8,4,0.034313725490196074,-0.0008037965209950926,0.2,0.017060745866974238,149,1600
1.0,0.0,1.0,203,4,8,5,0.06372549019607844,-0.005277887722404557,0.2,0.02064910931692938,143,1600
1.0,0.0,1.0,204,5,10,1,0.02696078431372549,0.0020531135849887507,0.1,0.01747725233884403,183,1600
1.0,0.0,1.0,204,5,10,2,0.03186274509803922,-0.004242173893726431,0.125,0.014625784954504674,172,1600
1.0,0.0,1.0,204,5,10,3,0.05882352941176471,-0.0012202735957544063,0.2,0.024173394848135327,167,1600
1.0,0.0,1.0,204,5,10,4,0.02941176470588235,-0.0010434058433020255,0.125,0.016195693963860055,149,1600
1.0,0.0,1.0,204,5,10,5,0.056372549019607844,-0.004851409162438358,0.175,0.016131616045110854,143,1600
1.0,0.0,1.0,205,6,12,1,0.024509803921568627,-0.00042855746993154754,0.1,0.01233499935922081,183,1600
1.0,0.0,1.0,205,6,12,2,0.0196078431372549,-0.0016446591416752199,0.1,0.012222863001409711,172,1600
1.0,0.0,1.0,205,6,12,3,0.056372549019607844,-0.0008748670121713076,0.075,0.025615148019992307,167,1600
1.0,0.0,1.0,205,6,12,4,0.041666666666666664,-0.0012228269752813502,0.175,0.018069973087274125,149,1600
1.0,0.0,1.0,205,6,12,5,0.05147058823529412,-0.0020656556128233207,0.15,0.016756375752915546,143,1600
1.0,0.0,1.0,206,3,6,1,0.031862745098039214,-0.0009967027505626903,0.125,0.017765602973215427,183,1600
1.0,0.0,1.0,206,3,6,2,0.029411764705882356,-0.00075981006026268,0.15,0.014529668076380876,172,1600
1.0,0.0,1.0,206,3,6,3,0.06372549019607844,0.0013047496473882348,0.15,0.028018069973087267,167,1600
1.0,0.0,1.0,206,3,6,4,0.031862745098039214,0.002535008053891943,0.2,0.019223375624759703,149,1600
1.0,0.0,1.0,206,3,6,5,0.05882352941176471,-0.0011116556435445092,0.2,0.01795783672946302,143,1600
1.0,0.0,1.0,207,4,8,1,0.014705882352941175,-0.0014208682673779549,0.1,0.013776752531077789,183,1600
1.0,0.0,1.0,207,4,8,2,0.03431372549019608,-0.0005577099810034269,0.175,0.013856849929514288,172,1600
1.0,0.0,1.0,207,4,8,3,0.0661764705882353,-0.00043939881303231234,0.175,0.027393310265282574,167,1600
1.0,0.0,1.0,207,4,8,4,0.026960784313725488,0.0004079650534549728,0.125,0.018935024990388308,149,1600
1.0,0.0,1.0,207,4,8,5,0.06127450980392157,-0.0017258330894401297,0.175,0.019159297706010506,143,1600
1.0,0.0,1.0,208,7,14,1,0.024509803921568627,0.0002906214995891787,0.125,0.014689862873253875,183,1600
1.0,0.0,1.0,208,7,14,2,0.04411764705882353,-0.005573138106556143,0.125,0.018326284762270915,172,1600
1.0,0.0,1.0,208,7,14,3,0.06372549019607844,-0.0013064587960980134,0.15,0.02638408304498269,167,1600
1.0,0.0,1.0,208,7,14,4,0.0196078431372549,0.0002990532670082757,0.1,0.011341791618608224,149,1600
1.0,0.0,1.0,208,7,14,5,0.05147058823529412,-0.0036249561877775703,0.15,0.01810201204664872,143,1600
1.0,0.0,1.0,209,4,8,1,0.02941176470588235,0.00035730788833461703,0.125,0.016035499166987054,183,1600
1.0,0.0,1.0,209,4,8,2,0.012254901960784312,0.00015198343666270376,0.075,0.011117518902986028,172,1600
1.0,0.0,1.0,209,4,8,3,0.08333333333333333,-0.00042450637723959514,0.175,0.03503460207612456,167,1600
1.0,0.0,1.0,209,4,8,4,0.026960784313725488,0.00013818034021824134,0.15,0.016772395232602846,149,1600
1.0,0.0,1.0,209,4,8,5,0.041666666666666664,-0.0027691001073253574,0.175,0.01579520697167756,143,1600
1.0,0.0,1.0,210,8,16,1,0.0196078431372549,-0.0010234479393693618,0.1,0.011566064334230422,183,1600
1.0,0.0,1.0,210,8,16,2,0.031862745098039214,-0.00037565410108072686,0.125,0.01472190183262847,172,1600
1.0,0.0,1.0,210,8,16,3,0.08088235294117647,0.0010622966202936369,0.175,0.031045751633986925,167,1600
1.0,0.0,1.0,210,8,16,4,0.034313725490196074,0.002036669958542916,0.125,0.015186466743560167,149,1600
1.0,0.0,1.0,210,8,16,5,0.04411764705882353,-0.0013389664373971754,0.175,0.015026271946687169,143,1600
1.0,0.0,1.0,211,4,8,1,0.02941176470588235,0.0009189911556313746,0.125,0.015987440727925156,183,1600
1.0,0.0,1.0,211,4,8,2,0.024509803921568627,-0.0009447223429742735,0.15,0.013280148660771493,172,1600
1.0,0.0,1.0,211,4,8,3,0.0661764705882353,0.0009645640987582738,0.125,0.027825836216839674,167,1600
1.0,0.0,1.0,211,4,8,4,0.017156862745098037,-0.0013830380363651785,0.125,0.014898116109188772,149,1600
1.0,0.0,1.0,211,4,8,5,0.04656862745098039,-0.0024577969976962775,0.15,0.01517044726387287,143,1600
1.0,0.0,1.0,212,7,12,1,0.06561085972850679,-0.0032769180744799085,0.2,0.019016858161062314,183,1600
1.0,0.0,1.0,212,7,12,2,0.058823529411764705,0.0003529399235412711,0.15,0.016021176026971874,172,1600
1.0,0.0,1.0,212,7,12,3,0.07918552036199095,0.0029011735960375517,0.15,0.0189347063259693,167,1600
1.0,0.0,1.0,212,7,12,4,0.049773755656108594,0.0022772532906674314,0.175,0.011526705704906399,149,1600
1.0,0.0,1.0,212,7,12,5,0.08823529411764705,-0.0034188464190083325,0.2,0.01663355883831662,143,1600
1.0,0.0,1.0,213,8,14,1,0.03676470588235294,0.00032666246486769525,0.15,0.01824618736383442,183,1600
1.0,0.0,1.0,213,8,14,2,0.0392156862745098,-0.0015063839250797173,0.15,0.017172882224785333,172,1600
1.0,0.0,1.0,213,8,14,3,0.0661764705882353,0.002230336221255129,0.15,0.026143790849673196,167,1600
1.0,0.0,1.0,213,8,14,4,0.0196078431372549,0.0007773346967587713,0.1,0.014609765474817377,149,1600
1.0,0.0,1.0,213,8,14,5,0.04656862745098039,-0.0010172967368271202,0.175,0.017525310777905933,143,1600
1.0,0.0,1.0,214,3,6,1,0.031862745098039214,-0.0006887176779855509,0.15,0.01709278482634884,183,1600
1.0,0.0,1.0,214,3,6,2,0.03186274509803922,-0.0026093273685546593,0.15,0.014337434320133279,172,1600
1.0,0.0,1.0,214,3,6,3,0.0784313725490196,0.0012684515343426028,0.175,0.029748173779315643,167,1600
1.0,0.0,1.0,214,3,6,4,0.022058823529411766,0.00015893119307293092,0.125,0.014321414840445981,149,1600
1.0,0.0,1.0,214,3,6,5,0.056372549019607844,-0.0029068829250900306,0.15,0.018726771754453413,143,1600
1.0,0.0,1.0,215,8,14,1,0.06108597285067874,0.0013474194302398245,0.2,0.015396008192115455,183,1600
1.0,0.0,1.0,215,8,14,2,0.06787330316742082,-0.0002313760097604245,0.15,0.017113173187827166,172,1600
1.0,0.0,1.0,215,8,14,3,0.08144796380090498,-0.0004012573842192069,0.15,0.020853740425280216,167,1600
1.0,0.0,1.0,215,8,14,4,0.05429864253393665,0.00020178586542897393,0.175,0.011098306124863217,149,1600
1.0,0.0,1.0,215,8,14,5,0.05882352941176471,-0.0043729812913079515,0.2,0.012707420962351753,143,1600
1.0,0.0,1.0,216,4,8,1,0.0196078431372549,0.0006940179166849702,0.1,0.013824810970139689,183,1600
1.0,0.0,1.0,216,4,8,2,0.041666666666666664,-0.0014424758912355174,0.15,0.01712482378572344,172,1600
1.0,0.0,1.0,216,4,8,3,0.08578431372549021,-0.0006181653925887076,0.175,0.0325355632449058,167,1600
1.0,0.0,1.0,216,4,8,4,0.024509803921568624,0.00047740844565851147,0.15,0.016051518646674354,149,1600
1.0,0.0,1.0,216,4,8,5,0.06372549019607844,-0.00554054948479461,0.2,0.0192554145841343,143,1600
1.0,0.0,1.0,217,6,10,1,0.02941176470588235,-0.00015732097890577278,0.1,0.013200051262334998,183,1600
1.0,0.0,1.0,217,6,10,2,0.029411764705882356,0.0003048603468050715,0.15,0.014289375881071376,172,1600
1.0,0.0,1.0,217,6,10,3,0.05882352941176471,0.002936006777381408,0.175,0.025182622068435214,167,1600
1.0,0.0,1.0,217,6,10,4,0.026960784313725488,-0.001356432877291809,0.175,0.015859284890426758,149,1600
1.0,0.0,1.0,217,6,10,5,0.049019607843137254,-0.0021824989046581324,0.225,0.01699666794822504,143,1600
1.0,0.0,1.0,218,3,6,1,0.026960784313725488,-0.0018022335757268593,0.125,0.016708317313853645,183,1600
1.0,0.0,1.0,218,3,6,2,0.03676470588235294,-0.003094007802574197,0.125,0.018422401640394714,172,1600
1.0,0.0,1.0,218,3,6,3,0.049019607843137254,0.002097052617682493,0.125,0.0258554402153018,167,1600
1.0,0.0,1.0,218,3,6,4,0.022058823529411766,0.0010162867389590248,0.15,0.013168012302960398,149,1600
1.0,0.0,1.0,218,3,6,5,0.06127450980392157,-0.0040092796777753395,0.2,0.01853453799820581,143,1600
1.0,0.0,1.0,219,3,6,1,0.024509803921568627,0.0007559403519553598,0.125,0.015266564141996666,183,1600
1.0,0.0,1.0,219,3,6,2,0.034313725490196074,-0.003703548074699938,0.175,0.014625784954504673,172,1600
1.0,0.0,1.0,219,3,6,3,0.06372549019607843,-0.0008699895891913911,0.125,0.027056901191849284,167,1600
1.0,0.0,1.0,219,3,6,4,0.03676470588235294,-0.002442380888169282,0.2,0.01845444059976932,149,1600
1.0,0.0,1.0,219,3,6,5,0.05392156862745098,-0.003914036579008098,0.175,0.017669486095091624,143,1600
1.0,0.0,1.0,220,7,14,1,0.022058823529411766,-0.0009907895344804273,0.075,0.010701012431116236,183,1600
1.0,0.0,1.0,220,7,14,2,0.03186274509803922,-0.0023097946549387417,0.125,0.015586953735742657,172,1600
1.0,0.0,1.0,220,7,14,3,0.07107843137254902,-0.0011659820314525858,0.125,0.02686466743560169,167,1600
1.0,0.0,1.0,220,7,14,4,0.02205882352941176,-0.00046821266878396275,0.15,0.016772395232602846,149,1600
1.0,0.0,1.0,220,7,14,5,0.03676470588235294,-0.0032755417510634288,0.175,0.014353453799820578,143,1600
1.0,0.0,1.0,221,5,10,1,0.034313725490196074,-0.0013413453719113022,0.125,0.015891323849801353,183,1600
1.0,0.0,1.0,221,5,10,2,0.0392156862745098,-0.003455772835877724,0.15,0.016884531590413938,172,1600
1.0,0.0,1.0,221,5,10,3,0.07107843137254903,0.0019947000862885035,0.125,0.027633602460592075,167,1600
1.0,0.0,1.0,221,5,10,4,0.03676470588235294,0.003067293131389306,0.2,0.017685505574778933,149,1600
1.0,0.0,1.0,221,5,10,5,0.06127450980392157,-0.004378050161976716,0.225,0.02122581058567217,143,1600
1.0,0.0,1.0,222,4,8,1,0.031862745098039214,-0.0036197734177403616,0.125,0.016419966679482246,183,1600
1.0,0.0,1.0,222,4,8,2,0.03186274509803922,-0.0030938164138206046,0.175,0.01481801871075227,172,1600
1.0,0.0,1.0,222,4,8,3,0.07598039215686275,0.0016134858217264991,0.2,0.026672433679354093,167,1600
1.0,0.0,1.0,222,4,8,4,0.017156862745098037,0.001814421150047565,0.125,0.013408304498269895,149,1600
1.0,0.0,1.0,222,4,8,5,0.05882352941176471,-0.003315026777563617,0.175,0.017765602973215427,143,1600
1.0,0.0,1.0,223,5,8,1,0.07983193277310925,9.561141618178226e-05,0.225,0.014427864282968089,183,1600
1.0,0.0,1.0,223,5,8,2,0.07773109243697478,0.0012365081554162316,0.2,0.010771418273191627,172,1600
1.0,0.0,1.0,223,5,8,3,0.09453781512605043,0.0026654547420184825,0.25,0.020836312956555168,167,1600
1.0,0.0,1.0,223,5,8,4,0.07563025210084033,0.00033755864606064276,0.25,0.013072692508375897,149,1600
1.0,0.0,1.0,223,5,8,5,0.11134453781512603,-0.0038026222811458864,0.25,0.017466118800461363,143,1600
1.0,0.0,1.0,224,4,8,1,0.024509803921568627,0.00013779175773379393,0.125,0.01613161604511085,183,1600
1.0,0.0,1.0,224,4,8,2,0.0392156862745098,1.736205886118114e-05,0.175,0.018085992566961417,172,1600
1.0,0.0,1.0,224,4,8,3,0.06127450980392157,0.0006556705873663304,0.125,0.025422914263744708,167,1600
1.0,0.0,1.0,224,4,8,4,0.02941176470588235,0.0018381373979354976,0.15,0.01499423298731257,149,1600
1.0,0.0,1.0,224,4,8,5,0.05392156862745098,-0.004123554651378072,0.15,0.019303473023196203,143,1600
1.0,0.0,1.0,225,5,10,1,0.031862745098039214,0.0021818885054381097,0.175,0.017044726387286938,183,1600
1.0,0.0,1.0,225,5,10,2,0.04656862745098039,-0.00011256606565439142,0.175,0.019431628860694602,172,1600
1.0,0.0,1.0,225,5,10,3,0.07107843137254903,0.00335606942368031,0.15,0.026336024605920796,167,1600
1.0,0.0,1.0,225,5,10,4,0.024509803921568624,0.002139358554049977,0.175,0.015715109573241057,149,1600
1.0,0.0,1.0,225,5,10,5,0.05392156862745098,0.0003503874867601553,0.175,0.019207356145072404,143,1600
1.0,0.0,1.0,226,8,15,1,0.049773755656108594,0.0017277496375027112,0.125,0.011722580812113682,183,1600
1.0,0.0,1.0,226,8,15,2,0.06561085972850679,-2.299715852132067e-05,0.2,0.016923195960133672,172,1600
1.0,0.0,1.0,226,8,15,3,0.08823529411764706,0.0012273614887089934,0.225,0.024656907846094697,167,1600
1.0,0.0,1.0,226,8,15,4,0.06108597285067874,-0.0008685081556177465,0.175,0.015976367077751154,149,1600
1.0,0.0,1.0,226,8,15,5,0.08823529411764706,-0.0015098506715003168,0.2,0.017216683671960484,143,1600
1.0,0.0,1.0,227,6,12,1,0.02696078431372549,0.0006475292026880197,0.175,0.016419966679482246,183,1600
1.0,0.0,1.0,227,6,12,2,0.034313725490196074,-0.0011544623070949456,0.15,0.016644239395104444,172,1600
1.0,0.0,1.0,227,6,12,3,0.07352941176470588,-0.001442122404841939,0.175,0.029700115340253744,167,1600
1.0,0.0,1.0,227,6,12,4,0.012254901960784314,0.0002771004702663049,0.15,0.012302960399846208,149,1600
1.0,0.0,1.0,227,6,12,5,0.05392156862745098,-0.0009549651126144454,0.15,0.017429193899782133,143,1600
1.0,0.0,1.0,228,4,8,1,0.026960784313725488,-0.000517609427915886,0.15,0.01819812892477252,183,1600
1.0,0.0,1.0,228,4,8,2,0.02696078431372549,-0.0025043332480709068,0.15,0.015346661540433161,172,1600
1.0,0.0,1.0,228,4,8,3,0.07598039215686275,-0.00010485633443749975,0.175,0.030180699730872732,167,1600
1.0,0.0,1.0,228,4,8,4,0.014705882352941175,-0.001331041176817962,0.1,0.011341791618608226,149,1600
1.0,0.0,1.0,228,4,8,5,0.056372549019607844,-0.002803339634629083,0.175,0.019063180827886706,143,1600
1.0,0.0,1.0,229,8,14,1,0.056561085972850686,0.0007742600176425186,0.2,0.01739907801733061,183,1600
1.0,0.0,1.0,229,8,14,2,0.06561085972850679,-0.0011883874187333277,0.175,0.016339550616626737,172,1600
1.0,0.0,1.0,229,8,14,3,0.09502262443438915,0.00043109813690534794,0.225,0.021615373524975594,167,1600
1.0,0.0,1.0,229,8,14,4,0.047511312217194575,-0.002302611041232012,0.15,0.011682193239286666,149,1600
1.0,0.0,1.0,229,8,14,5,0.07918552036199095,-0.004892051846691174,0.175,0.016548419986395765,143,1600
1.0,0.0,1.0,230,4,8,1,0.029411764705882356,0.0003426495401072316,0.15,0.01699666794822504,183,1600
1.0,0.0,1.0,230,4,8,2,0.04656862745098039,-0.002164365074131638,0.2,0.0193835704216327,172,1600
1.0,0.0,1.0,230,4,8,3,0.06372549019607844,0.00016934585430135484,0.125,0.028402537485582458,167,1600
1.0,0.0,1.0,230,4,8,4,0.0392156862745098,-0.0010520887701568427,0.15,0.018502499038831218,149,1600
1.0,0.0,1.0,230,4,8,5,0.06127450980392157,-0.004928116015289561,0.2,0.02031270024349608,143,1600
1.0,0.0,1.0,231,6,12,1,0.022058823529411766,0.0023106407486193346,0.125,0.01440151223888248,183,1600
1.0,0.0,1.0,231,6,12,2,0.022058823529411766,-0.000933489115559496,0.1,0.012751505831090604,172,1600
1.0,0.0,1.0,231,6,12,3,0.06862745098039216,-0.00025438887219934257,0.2,0.027249134948096883,167,1600
1.0,0.0,1.0,231,6,12,4,0.012254901960784312,-0.0007153322219528491,0.075,0.009755863129565553,149,1600
1.0,0.0,1.0,231,6,12,5,0.05392156862745098,-0.0005010070019488921,0.175,0.019255414584134305,143,1600
1.0,0.0,1.0,232,5,10,1,0.024509803921568627,-0.0013978345896612154,0.125,0.01372869409201589,183,1600
1.0,0.0,1.0,232,5,10,2,0.03676470588235294,5.900978132558521e-05,0.125,0.016307830321671147,172,1600
1.0,0.0,1.0,232,5,10,3,0.06862745098039215,-0.001463596289686393,0.15,0.029315647827758546,167,1600
1.0,0.0,1.0,232,5,10,4,0.024509803921568627,-0.002370612457889365,0.15,0.016099577085736255,149,1600
1.0,0.0,1.0,232,5,10,5,0.07598039215686275,-0.0039055195421678944,0.2,0.020985518390362678,143,1600
1.0,0.0,1.0,233,6,12,1,0.034313725490196074,-0.0009168675799446646,0.15,0.01887094707163911,183,1600
1.0,0.0,1.0,233,6,12,2,0.029411764705882356,-0.0015612683868675959,0.1,0.01549083685761886,172,1600
1.0,0.0,1.0,233,6,12,3,0.07352941176470588,-0.0018161383245751494,0.15,0.029988465974625136,167,1600
1.0,0.0,1.0,233,6,12,4,0.024509803921568627,0.0011010999744030415,0.175,0.015763168012302955,149,1600
1.0,0.0,1.0,233,6,12,5,0.05392156862745098,-0.004912701815410401,0.175,0.016083557606048952,143,1600
1.0,0.0,1.0,234,5,10,1,0.022058823529411766,0.0006477170411380939,0.1,0.016035499166987054,183,1600
1.0,0.0,1.0,234,5,10,2,0.02696078431372549,-0.0007540287633310072,0.125,0.014433551198257078,172,1600
1.0,0.0,1.0,234,5,10,3,0.05882352941176471,0.0006583272093121195,0.15,0.02494232987312572,167,1600
1.0,0.0,1.0,234,5,10,4,0.0196078431372549,0.0007776626681879861,0.15,0.014369473279507878,149,1600
1.0,0.0,1.0,234,5,10,5,0.05147058823529412,-0.003865377227557474,0.175,0.01632384980135845,143,1600
1.0,0.0,1.0,235,7,13,1,0.05882352941176471,0.000695268712224788,0.125,0.01637500739360601,183,1600
1.0,0.0,1.0,235,7,13,2,0.07239819004524888,-0.0010191540419327793,0.225,0.01680204433206163,172,1600
1.0,0.0,1.0,235,7,13,3,0.0927601809954751,0.0008959609382145573,0.2,0.029202558187679285,167,1600
1.0,0.0,1.0,235,7,13,4,0.06334841628959276,-2.739486619248055e-05,0.2,0.017843459616123977,149,1600
1.0,0.0,1.0,235,7,13,5,0.08823529411764705,-0.002156644590140786,0.175,0.01915733667524325,143,1600
1.0,0.0,1.0,236,8,14,1,0.08403361344537816,0.0015833253544406034,0.175,0.014000539627615749,183,1600
1.0,0.0,1.0,236,8,14,2,0.09033613445378151,-0.0025962870006333103,0.2,0.016357777915087603,172,1600
1.0,0.0,1.0,236,8,14,3,0.09873949579831932,0.002597035180151579,0.25,0.022959675536881417,167,1600
1.0,0.0,1.0,236,8,14,4,0.07352941176470587,-0.001843551203273819,0.2,0.011384526555720325,149,1600
1.0,0.0,1.0,236,8,14,5,0.09663865546218485,-0.0009169349098374368,0.25,0.016051599659471633,143,1600
1.0,0.0,1.0,237,8,16,1,0.03676470588235294,-0.0007865661368850851,0.15,0.01882288863257721,183,1600
1.0,0.0,1.0,237,8,16,2,0.04656862745098039,-0.0016198229857400292,0.175,0.020200563885684985,172,1600
1.0,0.0,1.0,237,8,16,3,0.06127450980392157,0.001415993187983986,0.1,0.023116109188773548,167,1600
1.0,0.0,1.0,237,8,16,4,0.0392156862745098,0.0011343204352306203,0.15,0.01888696655132641,149,1600
1.0,0.0,1.0,237,8,16,5,0.06372549019607843,-0.002379085915526957,0.15,0.0194476483403819,143,1600
1.0,0.0,1.0,238,5,10,1,0.017156862745098037,-0.001657264372188365,0.075,0.012046648724849417,183,1600
1.0,0.0,1.0,238,5,10,2,0.05147058823529411,-0.0018933351886516903,0.175,0.020392797641932584,172,1600
1.0,0.0,1.0,238,5,10,3,0.049019607843137254,0.0014944481859129155,0.125,0.020953479430988076,167,1600
1.0,0.0,1.0,238,5,10,4,0.034313725490196074,-0.0007274772042728727,0.175,0.01629181084198385,149,1600
1.0,0.0,1.0,238,5,10,5,0.06372549019607843,-0.004205485936472542,0.175,0.018486479559143915,143,1600
1.0,0.0,1.0,239,3,6,1,0.024509803921568624,-6.899648171383888e-05,0.1,0.015362681020120462,183,1600
1.0,0.0,1.0,239,3,6,2,0.022058823529411766,5.0761218881234525e-05,0.175,0.013087914904523898,172,1600
1.0,0.0,1.0,239,3,6,3,0.06862745098039216,-0.0005917649718321628,0.175,0.027777777777777773,167,1600
1.0,0.0,1.0,239,3,6,4,0.026960784313725488,-6.29596897488227e-05,0.125,0.016435986159169552,149,1600
1.0,0.0,1.0,239,3,6,5,0.05392156862745098,0.0005676200231391704,0.2,0.01867871331539151,143,1600
1.0,0.0,1.0,240,5,10,1,0.029411764705882356,-0.002115904147940455,0.15,0.018246187363834415,183,1600
1.0,0.0,1.0,240,5,10,2,0.041666666666666664,-0.0023580345438676885,0.175,0.016644239395104444,172,1600
1.0,0.0,1.0,240,5,10,3,0.07352941176470588,0.0011471480513137067,0.15,0.028258362168396764,167,1600
1.0,0.0,1.0,240,5,10,4,0.02696078431372549,0.0008020361141097965,0.15,0.015330642060745867,149,1600
1.0,0.0,1.0,240,5,10,5,0.0661764705882353,-0.0016859832140471553,0.15,0.019255414584134302,143,1600
1.0,0.0,1.0,241,3,6,1,0.031862745098039214,-0.0015501598854461918,0.15,0.016708317313853645,183,1600
1.0,0.0,1.0,241,3,6,2,0.03676470588235294,-0.0018906345945288194,0.125,0.017749583493528127,172,1600
1.0,0.0,1.0,241,3,6,3,0.08333333333333333,0.0013918565797212067,0.15,0.03344867358708189,167,1600
1.0,0.0,1.0,241,3,6,4,0.022058823529411766,0.0007028037696727551,0.175,0.015186466743560166,149,1600
1.0,0.0,1.0,241,3,6,5,0.05392156862745098,-0.0039938975731638494,0.175,0.01762142765602973,143,1600
1.0,0.0,1.0,242,8,16,1,0.022058823529411766,0.00017581156876985915,0.125,0.014593745995130076,183,1600
1.0,0.0,1.0,242,8,16,2,0.04656862745098039,0.0008576863164489623,0.2,0.018951044470075607,172,1600
1.0,0.0,1.0,242,8,16,3,0.06372549019607844,-0.0003334150754380971,0.15,0.024653979238754314,167,1600
1.0,0.0,1.0,242,8,16,4,0.0392156862745098,-0.00191696371526632,0.15,0.017156862745098037,149,1600
1.0,0.0,1.0,242,8,16,5,0.049019607843137254,-0.001232161444131634,0.2,0.01723696014353453,143,1600
1.0,0.0,1.0,243,6,11,1,0.05882352941176471,0.001895854882459389,0.15,0.01485013234554757,183,1600
1.0,0.0,1.0,243,6,11,2,0.06787330316742082,-0.001988515732809901,0.225,0.017825984088959867,172,1600
1.0,0.0,1.0,243,6,11,3,0.07239819004524886,0.0034665665153443114,0.175,0.021842634489693313,167,1600
1.0,0.0,1.0,243,6,11,4,0.06334841628959277,0.0014297013991017593,0.2,0.016920939431579567,149,1600
1.0,0.0,1.0,243,6,11,5,0.07918552036199095,-0.0028045513689721703,0.2,0.01603041803448377,143,1600
1.0,0.0,1.0,244,6,12,1,0.02205882352941176,-0.0012147122868918813,0.125,0.016804434191977444,183,1600
1.0,0.0,1.0,244,6,12,2,0.029411764705882356,-0.0009056981680623721,0.1,0.01678841471229014,172,1600
1.0,0.0,1.0,244,6,12,3,0.06127450980392157,0.0009192934986640466,0.125,0.027393310265282578,167,1600
1.0,0.0,1.0,244,6,12,4,0.02941176470588235,0.00027277796652924735,0.15,0.013985005767012684,149,1600
1.0,0.0,1.0,244,6,12,5,0.05147058823529412,-0.003168694318374037,0.15,0.016756375752915543,143,1600
1.0,0.0,1.0,245,7,12,1,0.014705882352941175,-0.0008657031801703851,0.1,0.012815583749839805,183,1600
1.0,0.0,1.0,245,7,12,2,0.0392156862745098,-6.421233556466177e-06,0.1,0.017605408176342426,172,1600
1.0,0.0,1.0,245,7,12,3,0.053921568627450976,0.0017544214514055056,0.125,0.021866589773164163,167,1600
1.0,0.0,1.0,245,7,12,4,0.04656862745098039,-0.0001676392358058365,0.175,0.01792579777008843,149,1600
1.0,0.0,1.0,245,7,12,5,0.04411764705882353,-0.0032272579312120795,0.175,0.015170447263872863,143,1600
1.0,0.0,1.0,246,6,12,1,0.02205882352941176,-0.0022001453618577214,0.125,0.014978213507625272,183,1600
1.0,0.0,1.0,246,6,12,2,0.02941176470588235,0.0005708219722146169,0.1,0.015875304370114054,172,1600
1.0,0.0,1.0,246,6,12,3,0.07352941176470588,0.0017759922204277246,0.15,0.029844290657439442,167,1600
1.0,0.0,1.0,246,6,12,4,0.014705882352941175,0.000956906673964113,0.125,0.014753940792003076,149,1600
1.0,0.0,1.0,246,6,12,5,0.056372549019607844,-0.0033025796571746467,0.175,0.016564141996667944,143,1600
1.0,0.0,1.0,247,7,12,1,0.026960784313725488,-5.8371062186779456e-05,0.075,0.013920927848263487,183,1600
1.0,0.0,1.0,247,7,12,2,0.024509803921568624,-0.0027806412721110975,0.1,0.015394719979495063,172,1600
1.0,0.0,1.0,247,7,12,3,0.07352941176470588,0.003692858425274608,0.125,0.029748173779315643,167,1600
1.0,0.0,1.0,247,7,12,4,0.0196078431372549,0.00014879546484735328,0.125,0.011966551326412918,149,1600
1.0,0.0,1.0,247,7,12,5,0.06127450980392157,-0.003637942896966706,0.225,0.017573369216967834,143,1600
1.0,0.0,1.0,248,7,14,1,0.031862745098039214,0.0007811068202136085,0.1,0.018053953607586822,183,1600
1.0,0.0,1.0,248,7,14,2,0.034313725490196074,-0.0023469514375028667,0.15,0.01712482378572343,172,1600
1.0,0.0,1.0,248,7,14,3,0.06127450980392157,0.0001959625546442112,0.175,0.025038446751249516,167,1600
1.0,0.0,1.0,248,7,14,4,0.029411764705882356,-0.0007821590527601074,0.15,0.014513648596693579,149,1600
1.0,0.0,1.0,248,7,14,5,0.0661764705882353,0.0007173742237500847,0.25,0.02060105087786748,143,1600
1.0,0.0,1.0,249,8,13,1,0.07239819004524886,0.00020857104871538468,0.175,0.018909165853370005,183,1600
1.0,0.0,1.0,249,8,13,2,0.056561085972850686,-0.0003685760028020013,0.175,0.014001435098926446,172,1600
1.0,0.0,1.0,249,8,13,3,0.083710407239819,0.0006110214860382257,0.125,0.022406397687280036,167,1600
