lhs_row_id,capacity_multiplier,popularity_source,w_rel,w_rec,w_gossip,audience_size,program_variant,policy,replicate,audience_seed,phi_seed,cfg_seed,is_maximin_point,fallback_to_p0,gossip_level,status,metric_mean_overload_excess,metric_mean_user_utility,metric_overflow_rate_slothall,metric_hall_utilization_variance,metric_n_skipped,metric_n_users,n_parse_errors,llmagent_cost_usd,llmagent_calls,llmagent_total_time_s,llmranker_total_time_s,llmranker_calls_delta,llmranker_cache_hits_delta,llmranker_cost_delta_usd
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,cosine,1,36000108,36000125,1,True,False,strong,ok,0.13706140350877194,0.03521870225096089,0.34210526315789475,0.2716893325617284,105,960,1,0.2265648,960,1097.4626731866738,0.0,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,capacity_aware,1,36000108,36000125,1,True,False,strong,ok,0.06359649122807018,0.029463366300482133,0.2631578947368421,0.09102527006172839,84,960,2,0.22606020000000002,960,1155.864745584433,0.0,0,0,0.0
36,0.6961006803825321,cosine_only,0.26883072418572385,0.0542201813845719,0.6769490944297043,60,5,llm_ranker,1,36000108,36000125,1,True,False,strong,ok,0.2916666666666667,0.016344192936634902,0.3157894736842105,0.72143856095679,96,960,0,0.2265464,960,1106.9324940224178,0.00357646809425205,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,no_policy,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.025938923120508488,0.0,0.006114315007048571,101,480,3,0.10457095000000001,480,565.996651715599,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,cosine,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.0357567176837304,0.0,0.004760989363065487,42,480,0,0.11354065,480,570.268261093297,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,capacity_aware,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.03280850715835135,0.0,0.0029479046520569023,52,480,2,0.11321085,480,616.4203619775362,0.0,0,0,0.0
42,2.4879660469457896,fame_only,0.7535134267349675,0.059820610784632355,0.18666596248040007,30,1,llm_ranker,1,42000126,42000143,1,True,False,moderate,ok,0.0,0.024191918014602,0.0,0.008098167371523775,43,480,0,0.11348335000000001,480,584.8261510372395,0.001791162765584886,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,no_policy,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.04006687628658569,0.0,0.004290797908557187,108,480,3,0.10387935000000001,480,548.37872316211,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,cosine,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.04716678855150158,0.0,0.0032031106143720327,50,480,4,0.11354990000000001,480,571.9784914689371,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,capacity_aware,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.046598178086000995,0.0,0.0024451552951957624,50,480,2,0.1133851,480,564.26943225367,0.0,0,0,0.0
45,2.7376090245167313,fame_only,0.07214049868974343,0.6074373941970732,0.32042210711318336,30,0,llm_ranker,1,45000135,45000152,1,True,False,moderate,ok,0.0,0.0332615182000507,0.0,0.005866659815093159,47,480,1,0.11311015,480,568.3515855349833,0.0017867146525532007,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,no_policy,1,48000144,48000161,1,True,False,strong,ok,0.0,0.02160229498355333,0.0,0.006101985058214014,74,480,3,0.10493770000000001,480,542.0191576281795,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,cosine,1,48000144,48000161,1,True,False,strong,ok,0.0,0.03490649174679728,0.0,0.002515096721045094,38,480,4,0.11323605,480,566.9933691525366,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,capacity_aware,1,48000144,48000161,1,True,False,strong,ok,0.0,0.035803348758370684,0.0,0.0028738564092099447,34,480,4,0.11349275,480,570.9727462182054,0.0,0,0,0.0
48,2.923557608506192,cosine_only,0.2240847438551189,0.27077751396319855,0.5051377421816826,30,5,llm_ranker,1,48000144,48000161,1,True,False,strong,ok,0.0,0.015328910703348233,0.0,0.009000404342716352,26,480,0,0.11328790000000001,480,573.5800286631566,0.00178562814835459,0,0,0.0
